AGE,HG_NM,POLY_NM,RESULT_VOTE_MOD,BILL_ID,BILL_NAME,VOTE_DATE,BILL_NO,BILL_URL
20,이언주,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김성찬,미래한국당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이장우,미래통합당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,추미애,더불어민주당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김학용,국민의힘,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,황영철,자유한국당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이은재,무소속,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,정양석,미래통합당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김세연,미래통합당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,주광덕,미래통합당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,전현희,더불어민주당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,최도자,민생당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김종회,무소속,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,신상진,미래통합당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,홍의락,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김성식,무소속,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김선동,미래통합당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이학재,미래통합당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이춘석,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김영우,미래통합당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김광림,미래통합당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,여상규,미래한국당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,유성엽,민생당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,강석호,미래통합당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이진복,미래통합당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,황주홍,민생당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,배덕광,자유한국당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,정재호,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,오신환,미래통합당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김광수,무소속,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,윤소하,정의당,반대,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,민경욱,미래통합당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김삼화,민생당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김승희,미래한국당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,안상수,미래통합당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,정인화,무소속,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,곽대훈,무소속,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김정우,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김수민,민생당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,박주현,민생당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,서형수,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김현권,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,최명길,국민의당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이종명,미래한국당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,백승주,미래한국당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이은권,미래통합당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,진영,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이상돈,민생당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,장석춘,미래한국당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김순례,미래한국당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,윤영일,민생당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,신용현,민생당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이용득,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김규환,미래한국당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김해영,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이석현,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,최연혜,미래통합당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,제윤경,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,오세정,바른미래당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이훈,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,채이배,민생당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,염동열,미래한국당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,정태옥,무소속,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김민기,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,윤호중,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,소병훈,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,홍영표,새로운미래,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,임이자,국민의힘,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,심상정,정의당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,정성호,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,우원식,무소속,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,안민석,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,노웅래,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,박병석,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,박성중,국민의힘,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이양수,국민의힘,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,주호영,국민의힘,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,진선미,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,홍익표,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,박덕흠,국민의힘,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김태흠,국민의힘,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,박범계,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,도종환,더불어민주당,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김상훈,국민의힘,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김도읍,국민의힘,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,남인순,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,윤상현,국민의힘,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이학영,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,장제원,국민의힘,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김진표,무소속,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이인영,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,백혜련,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이원욱,개혁신당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김종민,무소속,불참,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,김두관,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,오영훈,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,박정,더불어민주당,기권,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
20,이재정,더불어민주당,찬성,PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2,출입국관리법 일부개정법률안,20171124 112808,2003755,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S1B6U1R1N2T1U1L7T0X4I3T0Z9E7P2
