AGE,MONA_CD,BILL_NO,BILL_ID,RESULT_VOTE_MOD
22,JG77046J,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,PYA8594I,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,URV1689Q,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,D9I3309M,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,HVV5250J,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,M4O5221T,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,5TQ6306B,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,25G2571T,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,3LP22204,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,V2R7430Z,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,YOG1280B,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,불참
22,NUB4941Z,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,VDN5593C,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,불참
22,KFM1081G,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,YM42715P,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,URX8075K,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,6VC83722,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,3TP65086,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,RC885085,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,KNP22261,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,9HE7226N,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,EFU76868,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,N378078V,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,3OQ8273H,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,B7789327,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,5762459L,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,7GW5372Y,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,0698755I,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,EB16073M,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,80C5885Z,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,8O34202I,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,T4I4862D,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,YGB8604T,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,3NI5978A,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,88O1334C,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,ANS8383S,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,8TU8443O,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,42K7317Y,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,YN160848,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,RAJ1024Z,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,JSA8739I,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,3UI95829,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,J1G57517,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,RMC1840P,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,불참
22,LYY5513O,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,JNL7001A,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,CCU1009B,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,DAY6557K,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,GP07421U,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,A0P4646G,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,7469929V,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,OFE45081,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,AEO5706C,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,ZW43496R,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,9901388T,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,0VU8517U,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,M0A1658U,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,3BC6890E,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,ZDR63255,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,VZA76236,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,QQ429063,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,8XE7026P,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,5765663F,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,WJL30106,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,5KV96424,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,NXB3178C,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,1WE5693J,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,X3170462,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,8FB1535Y,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,4T026790,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,MR210505,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,GF286398,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,JQA21112,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,HXT76735,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,RPN2293B,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,5N65159P,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,TQP7167T,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,86R9476S,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,IC499858,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,LCZ1711I,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,0R68099X,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,N2P9317N,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,TCP9838Y,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,OWD1018N,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,HS39431V,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,8JG4358H,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,W8L9421K,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,NPD75153,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,MIS62075,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,WI719547,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,X639721U,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,1A82234K,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,2385336L,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,IN328264,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,X1K3667J,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,CIZ8557P,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,NA61091D,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,UOS16250,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,JZV5283U,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,GJK57930,2208859,PRC_M2S5U0Z2U2F4Y1L4O3K8I1K3I0T3F5,찬성
22,JG77046J,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,PYA8594I,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,URV1689Q,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,D9I3309M,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,M4O5221T,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,5TQ6306B,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,25G2571T,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,V2R7430Z,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,NUB4941Z,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,VDN5593C,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,불참
22,KFM1081G,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,불참
22,YM42715P,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,URX8075K,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,6VC83722,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,3TP65086,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,RC885085,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,KNP22261,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,9HE7226N,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,EFU76868,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,N378078V,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,3OQ8273H,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,B7789327,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,5762459L,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,EB16073M,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,8O34202I,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,YGB8604T,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,3NI5978A,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,88O1334C,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,8TU8443O,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,42K7317Y,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,YN160848,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,RAJ1024Z,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,JSA8739I,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,불참
22,LYY5513O,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,CCU1009B,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,DAY6557K,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,기권
22,GP07421U,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,A0P4646G,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,7469929V,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,OFE45081,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,AEO5706C,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,ZW43496R,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,9901388T,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,ZDR63255,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,VZA76236,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,QQ429063,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,8XE7026P,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,5765663F,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,5KV96424,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,NXB3178C,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,1WE5693J,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,X3170462,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,8FB1535Y,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,4T026790,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,MR210505,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,불참
22,JQA21112,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,RPN2293B,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,불참
22,5N65159P,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,TQP7167T,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,IC499858,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,LCZ1711I,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,0R68099X,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,N2P9317N,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,TCP9838Y,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,8JG4358H,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,W8L9421K,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,MIS62075,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,WI719547,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,X639721U,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,1A82234K,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,2385336L,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,IN328264,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,X1K3667J,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,NA61091D,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,UOS16250,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,JZV5283U,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,GJK57930,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,I5I2468R,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,L5P27909,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,LG63087O,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,CGW7415Z,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,불참
22,3CC88975,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,P7U7800Z,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,L2I9861C,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,FU87526G,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,불참
22,8SV6917G,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,PFG2137X,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,기권
22,8P37634C,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,CNZ51556,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,N4R2421C,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,불참
22,3C23171A,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,GDG1847Z,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,O7R5461J,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,W8W95421,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,NX534083,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,6WK3815W,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,불참
22,Q918403D,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,불참
22,VCP96419,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,ARP89147,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,찬성
22,GX22581L,2206751,PRC_A2B4Z1A2Y1Y8X1F7F5E2F0D7D4B7K5,기권
22,JG77046J,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,QUR40502,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,URV1689Q,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,HVV5250J,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,M4O5221T,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,25G2571T,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,V2R7430Z,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,YOG1280B,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,DWK26447,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,불참
22,KFM1081G,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,REG96285,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,URX8075K,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,불참
22,6VC83722,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,3TP65086,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,불참
22,RC885085,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,KNP22261,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,ZKB18611,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,HFV52269,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,EFU76868,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,N378078V,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,불참
22,5762459L,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,7GW5372Y,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,T9E37304,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,WXJ8352N,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,KBK8836C,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,8UC4779G,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,80C5885Z,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,T4I4862D,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,YGB8604T,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,3NI5978A,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,NB64509Z,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,ANS8383S,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,불참
22,HHB5652A,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,불참
22,8TU8443O,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,42K7317Y,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,불참
22,J1G57517,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,LYY5513O,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,JNL7001A,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,4X525582,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,불참
22,CCU1009B,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,GP07421U,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,A0P4646G,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,OFE45081,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,AEO5706C,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,ZW43496R,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,CK143054,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,9901388T,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,Y0X4618N,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,1SR94244,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,불참
22,0VU8517U,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,불참
22,3BC6890E,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,VZA76236,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,QQ429063,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,7YC6702R,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,8XE7026P,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,WJL30106,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,5KV96424,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,1WE5693J,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,불참
22,8348421R,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,4L695580,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,TQP7167T,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
22,LCZ1711I,2203079,PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1,찬성
