SGG_Code,SIDO_SGG,SIDO,SGG,boundary
2110101,서울 종로,서울,종로,"{""type"": ""Polygon"", ""coordinates"": [[[127.023138495287, 37.5780208790036], [127.02289048439498, 37.57782097039014], [127.02252955707928, 37.57809186196586], [127.02276036289646, 37.57833200548498], [127.0217926597414, 37.578881461911614], [127.02140269964978, 37.5788680504348], [127.01905456947756, 37.577969714362474], [127.01912554281034, 37.577752995310426], [127.0187737009042, 37.57751392058883], [127.01841818833252, 37.57766366264131], [127.01809067213998, 37.577566726526605], [127.01767012826242, 37.57811390012455], [127.01816305780646, 37.57860256094817], [127.01829142406572, 37.57904941534209], [127.01797392181949, 37.579517217732395], [127.01754568945258, 37.579732683713836], [127.01727620898748, 37.580554094610875], [127.01688515188691, 37.58086172496399], [127.01673363040958, 37.5816926973108], [127.01638580167885, 37.581937754807704], [127.01561276786688, 37.581781150862774], [127.01483334226205, 37.5823314563978], [127.01422385215983, 37.58209591669988], [127.01411917611988, 37.58182017162245], [127.01285982536602, 37.58138609381663], [127.01208451194483, 37.58158567463173], [127.01178859701905, 37.58157457957996], [127.0111260696669, 37.581043928364736], [127.01058890063999, 37.58025461662468], [127.01003474062004, 37.58027628093168], [127.00863797076892, 37.58045993071207], [127.00832685666883, 37.58105688906915], [127.00780018892978, 37.58150551122638], [127.00702068479374, 37.58201258936154], [127.00675276891423, 37.58233636011892], [127.00725990768724, 37.58311737579207], [127.00688902911973, 37.58470346186978], [127.00690134416391, 37.58528055080162], [127.00655060323518, 37.585545851628176], [127.00662577616478, 37.58612499333008], [127.00586602327836, 37.58697201228686], [127.00511701601398, 37.58699079773624], [127.00425130784538, 37.587176586117934], [127.00391933775218, 37.588032456555275], [127.00351709969453, 37.588145196409386], [127.00339313137945, 37.588568975566645], [127.00282243741486, 37.58877217333782], [127.00221642657851, 37.58917216311495], [127.00212593945292, 37.589596621041785], [127.00146822229547, 37.59014920084748], [127.001462969026, 37.590551284454584], [127.00176292618735, 37.59086129828988], [127.00183172966817, 37.59125396985862], [127.00144485167944, 37.591827979592054], [127.00098863285211, 37.5923160022933], [127.00024226586592, 37.59232087357917], [126.99945110863052, 37.59223385470981], [126.9987281500895, 37.59247079810717], [126.99845395353195, 37.592471261101466], [126.99744340510965, 37.59221011575704], [126.99676764717235, 37.592225020035805], [126.99608285193153, 37.59211932355449], [126.99535429666427, 37.5922734898478], [126.99475544254518, 37.59166441921565], [126.99431979912326, 37.59144364246149], [126.99366158231797, 37.59149362312768], [126.99357120176427, 37.59173979429422], [126.99247081783028, 37.59197878204446], [126.99187043266701, 37.59185693850297], [126.9916466810158, 37.591449235663546], [126.99096190913835, 37.59151336146983], [126.98979204584958, 37.59145235311909], [126.98919705960212, 37.59126774797029], [126.98851705043704, 37.591941439796166], [126.98775500303202, 37.59225501304679], [126.98717267405024, 37.592718103791654], [126.98669817092177, 37.592749580136946], [126.98626814370873, 37.593276321667666], [126.98611871294666, 37.5937769079993], [126.98577892270157, 37.594254951540364], [126.98514831694338, 37.59450178967541], [126.98463785149899, 37.59439408040317], [126.98384405306714, 37.59443543451485], [126.9834669554425, 37.59468455276374], [126.98292060011907, 37.59477598119164], [126.98248082332367, 37.59519655265109], [126.98155564691898, 37.5953166270356], [126.98091042748955, 37.59583880864988], [126.98026143060655, 37.59595328926435], [126.97979036750243, 37.5962240574934], [126.97911091273164, 37.5963942699143], [126.97857187361595, 37.59678581592445], [126.97857101804229, 37.59725207465572], [126.97795356647238, 37.59768386594916], [126.97690523718045, 37.59771631270782], [126.97672044866303, 37.59790077341985], [126.97714012486026, 37.59846068664371], [126.97741267091133, 37.59911687545803], [126.9774116882309, 37.599417227038806], [126.97768193338538, 37.600240023372685], [126.97792997551156, 37.600307052197614], [126.97852169426577, 37.600992486772356], [126.97923772986101, 37.60103608442946], [126.98016289676043, 37.60144974533574], [126.98259602927719, 37.60224270996335], [126.98286729723146, 37.60212795934694], [126.9839629174147, 37.60321939614528], [126.98432502825497, 37.60312678694676], [126.98472467703128, 37.60338183831626], [126.98573989373863, 37.6034553182455], [126.98589778761483, 37.603631760535684], [126.98666961211083, 37.60402408418873], [126.98678717019867, 37.60450354935054], [126.98667227633793, 37.60509246197683], [126.98675598613562, 37.60608704864858], [126.98630264191995, 37.60651369631528], [126.98636356453795, 37.606875253211484], [126.98609727309648, 37.607394254164596], [126.98623831376284, 37.60773678110021], [126.98668853740692, 37.60829833950806], [126.98682174463791, 37.60887466825691], [126.98586523097723, 37.60946995053333], [126.9857804845331, 37.61090698676689], [126.98563805052544, 37.61139580463292], [126.98617053609736, 37.61302012833858], [126.98613035081793, 37.6132415216609], [126.98657858922685, 37.61397204020655], [126.9858038391356, 37.61473885094318], [126.98556752272944, 37.614770326899794], [126.98515404125982, 37.61550348322959], [126.98453643327784, 37.61598061064269], [126.98439206890369, 37.6168570995073], [126.98371434623866, 37.617758565378416], [126.98316206616462, 37.61923478280672], [126.9831799927831, 37.620182850832826], [126.9836510107779, 37.62115092812789], [126.9818477492863, 37.624314629611234], [126.98090237089819, 37.62539179701843], [126.97960294056256, 37.626371001119686], [126.97987728221864, 37.62745294530335], [126.98019012053109, 37.627933260464005], [126.9799325416429, 37.62855138574184], [126.97952791893194, 37.628892996722456], [126.97841861197485, 37.62929009823857], [126.97619200045405, 37.62908683081628], [126.97496550662666, 37.62902584632239], [126.97468086074285, 37.629805432944025], [126.97508476644904, 37.63118349820024], [126.97536907450976, 37.63169816958868], [126.97445345856804, 37.63198008618746], [126.97367211216756, 37.63203114314696], [126.97302977186087, 37.63237476690854], [126.97132755875057, 37.63161865766932], [126.97058274841586, 37.631484993734865], [126.96938883077483, 37.63101589640227], [126.9682355502945, 37.63073007309751], [126.96680161054461, 37.630688269317005], [126.96604731308358, 37.63081558803147], [126.96522847811879, 37.63076804216042], [126.96433141800559, 37.63036006595414], [126.96376722317957, 37.62979311681236], [126.96143966955987, 37.629959318237084], [126.95979765336531, 37.62973004789238], [126.95881396165572, 37.629589275095], [126.95744566410688, 37.62915929718828], [126.95671305193324, 37.62862075936686], [126.95634649056643, 37.628207070009296], [126.95556524618, 37.628282900752396], [126.95517902583647, 37.62816219837036], [126.95401493099851, 37.62736157716512], [126.95350568972682, 37.627377884520364], [126.95275418712792, 37.62705630531866], [126.95202434945918, 37.626873382633555], [126.95160532793453, 37.62654518625935], [126.9504537200862, 37.62641800633806], [126.94900026132092, 37.62433513391513], [126.94889796179514, 37.62326274294133], [126.94922702454475, 37.62235817234079], [126.94988917832407, 37.6209008296898], [126.94991116189087, 37.61992054551892], [126.94983805102784, 37.61958440231452], [126.94985364028122, 37.618762375663586], [126.95015547933538, 37.61765518197778], [126.95046953225739, 37.61609915250687], [126.95072414869561, 37.615537942527794], [126.9505918579882, 37.61513736499709], [126.9507965817604, 37.613849364287226], [126.9504779359703, 37.6128699969438], [126.94982875665754, 37.61165624520403], [126.95036280546036, 37.61062263744384], [126.95033780744937, 37.60909261674937], [126.95050435666343, 37.60886157871703], [126.95056465480316, 37.608359685450324], [126.95141103928583, 37.608017196764585], [126.95170123463257, 37.6073910562448], [126.95254683233503, 37.60665255925803], [126.95269549455253, 37.605908967450766], [126.9530758459152, 37.605502115521716], [126.95404204461433, 37.605073252048165], [126.95341502551773, 37.6042151095536], [126.95327514931968, 37.60366281441246], [126.95237512008356, 37.602476037996006], [126.95255025207092, 37.601886822254535], [126.95246875499569, 37.60162283634914], [126.95290430116226, 37.600710761638155], [126.95336174591213, 37.600168412009225], [126.95338041159329, 37.599531288369086], [126.95304563248929, 37.599074128470264], [126.9530610919776, 37.59875862893542], [126.95340754239852, 37.59856574439351], [126.9538409023877, 37.59867335261474], [126.95409428917783, 37.599056571808916], [126.95488087798826, 37.59930949319712], [126.95541118701856, 37.59927397782061], [126.95668321523877, 37.59875279844193], [126.95674684850644, 37.598575184652006], [126.95730783110635, 37.59853103096326], [126.95804188770134, 37.598155873165375], [126.95826848355486, 37.59778868851771], [126.95839809140142, 37.597142893605856], [126.95869977606404, 37.596390347841975], [126.9586369804539, 37.59586972795337], [126.95903333886244, 37.59505902184067], [126.95902399996086, 37.594797443905534], [126.95864887571798, 37.59447795587167], [126.95852639166733, 37.59418568554271], [126.9575079920939, 37.59354727736668], [126.95749824851536, 37.59307755590743], [126.9577975033195, 37.59257359359783], [126.95782690390187, 37.5914598067429], [126.95749035661274, 37.59007828357088], [126.95746651900589, 37.589488912337174], [126.9573298689333, 37.5887229613675], [126.95748634236413, 37.58795662360038], [126.9573739578578, 37.587076850673434], [126.9574721586724, 37.58604690841698], [126.95782732162557, 37.58506624574032], [126.95782691456702, 37.584852520967885], [126.95799889726298, 37.58412468920148], [126.95766186793207, 37.58317288904012], [126.95764189148989, 37.582045063201726], [126.9581604814561, 37.581170361633205], [126.95803117534166, 37.58073559789143], [126.95722361103941, 37.580351467934136], [126.95720178196274, 37.57981923752465], [126.9556777282122, 37.57968430987489], [126.95510658118933, 37.57929614835889], [126.95438486634683, 37.57909571779187], [126.9535581948798, 37.57874885588997], [126.95467150921051, 37.577508526988716], [126.95491467429026, 37.5773087485534], [126.95546314805392, 37.57654894628117], [126.95563368518931, 37.57659473695839], [126.95637315556698, 37.5756812952432], [126.95833756467255, 37.57409831970409], [126.96045719257316, 37.572010144783484], [126.96400033924324, 37.56863153797447], [126.96540889843382, 37.5670721513836], [126.9666986123745, 37.56582035482398], [126.96909869029528, 37.56824768102533], [126.96950710264014, 37.56815712537903], [126.97104502006088, 37.56878371970403], [126.97151250076921, 37.56871035446581], [126.97163980870151, 37.568394613064896], [126.97192535477645, 37.568315896208134], [126.97254775791278, 37.56847406354076], [126.97241869491515, 37.568831088756156], [126.972591407668, 37.569060036272965], [126.97320520035352, 37.56931893939151], [126.97417812319324, 37.56934197259275], [126.9747066504328, 37.56920131430606], [126.97578987422777, 37.56940709070324], [126.97644485740703, 37.569236890123136], [126.97757290107117, 37.569257962969445], [126.9786719733199, 37.569118529549485], [126.98056427996411, 37.56898936318083], [126.982038954075, 37.56904705518739], [126.98268381276873, 37.569009424881784], [126.98436746209603, 37.56863886859326], [126.98663917931451, 37.56823232691931], [126.98892019646993, 37.5681027980614], [126.99015096691139, 37.56813614090068], [126.99346763128146, 37.56843711672572], [126.99635418417533, 37.56865549110061], [126.99795832653263, 37.568840812152324], [127.00172056992511, 37.56955997005428], [127.00310914357601, 37.56963091262139], [127.0059648080368, 37.56960577469851], [127.01003508761258, 37.569770822070346], [127.01212894912197, 37.569754892359974], [127.01308047089651, 37.56969511173779], [127.01525716530125, 37.569735989858884], [127.01610789664629, 37.56979530044474], [127.01707752362098, 37.569984095812515], [127.01777230926106, 37.57029118402436], [127.01913932045329, 37.57106780982064], [127.02077606678355, 37.57172133008684], [127.02152798613416, 37.571925620312484], [127.02220508140012, 37.57202207217895], [127.02336164681591, 37.571911103720225], [127.023138495287, 37.5780208790036]]]}"
2110201,서울 중구성동을,서울,중구성동을,"{""type"": ""Polygon"", ""coordinates"": [[[127.03580666375147, 37.53582956349142], [127.03581154873231, 37.537847155782146], [127.03473252416576, 37.53923113728941], [127.03315182447919, 37.54145186907396], [127.03148822313608, 37.542426519607744], [127.03134174652837, 37.54472933840451], [127.03114515296036, 37.54590908378642], [127.03118116931861, 37.54615967729793], [127.03152657469457, 37.54625108510327], [127.03099384161479, 37.54715390397106], [127.03004580656807, 37.54779564290068], [127.02973351805, 37.547893025448154], [127.02958861360216, 37.54823590550817], [127.0296059431461, 37.54868322599503], [127.02881100706304, 37.54938321139245], [127.02886624420427, 37.54985328273242], [127.0292511843487, 37.550345132321], [127.0294118525, 37.55137065572185], [127.02958125037956, 37.55163911217798], [127.029341286149, 37.552107954370264], [127.02900617378981, 37.55241354875344], [127.02894341846469, 37.55277602446691], [127.029432675341, 37.553006184740454], [127.02958719753828, 37.553496305977035], [127.0293171099197, 37.55389922934913], [127.02898389479874, 37.553904956314845], [127.0283359528573, 37.55422747964229], [127.02781820336384, 37.55418011376592], [127.02740873461815, 37.554520256792166], [127.02645267302734, 37.554774360194195], [127.02548767526771, 37.55515081606069], [127.02555677095083, 37.55536451723123], [127.02531955267132, 37.555695857320295], [127.02492480448662, 37.555696926816054], [127.02491475464149, 37.55721070909752], [127.02478606232104, 37.55757286913104], [127.02431014124602, 37.55789800107779], [127.0241433109418, 37.557819631554416], [127.02294128955545, 37.55777778041738], [127.02284709055998, 37.55895692211362], [127.02275903033443, 37.5593311183768], [127.02322008608094, 37.5599994803841], [127.02335020990877, 37.560663575575475], [127.023903514355, 37.56130722715324], [127.02449606542089, 37.56186048733758], [127.02541140115505, 37.56228009250783], [127.02592920283058, 37.5626037093045], [127.02652602137138, 37.563391230683735], [127.02679766609658, 37.56419786433871], [127.02668354037431, 37.56459844038754], [127.02678112056222, 37.5650420770328], [127.0235820845486, 37.565199778570694], [127.02339131920078, 37.5719044390763], [127.02336164681591, 37.571911103720225], [127.02220508140012, 37.57202207217895], [127.02152798613416, 37.571925620312484], [127.02077606678355, 37.57172133008684], [127.01913932045329, 37.57106780982064], [127.01777230926106, 37.57029118402436], [127.01707752362098, 37.569984095812515], [127.01610789664629, 37.56979530044474], [127.01525716530125, 37.569735989858884], [127.01308047089651, 37.56969511173779], [127.01212894912197, 37.569754892359974], [127.01003508761258, 37.569770822070346], [127.0059648080368, 37.56960577469851], [127.00310914357601, 37.56963091262139], [127.00172056992511, 37.56955997005428], [126.99795832653263, 37.568840812152324], [126.99635418417533, 37.56865549110061], [126.99346763128146, 37.56843711672572], [126.99015096691139, 37.56813614090068], [126.98892019646993, 37.5681027980614], [126.98663917931451, 37.56823232691931], [126.98436746209603, 37.56863886859326], [126.98268381276873, 37.569009424881784], [126.982038954075, 37.56904705518739], [126.98056427996411, 37.56898936318083], [126.9786719733199, 37.569118529549485], [126.97757290107117, 37.569257962969445], [126.97644485740703, 37.569236890123136], [126.97578987422777, 37.56940709070324], [126.9747066504328, 37.56920131430606], [126.97417812319324, 37.56934197259275], [126.97320520035352, 37.56931893939151], [126.972591407668, 37.569060036272965], [126.97241869491515, 37.568831088756156], [126.97254775791278, 37.56847406354076], [126.97192535477645, 37.568315896208134], [126.97163980870151, 37.568394613064896], [126.97151250076921, 37.56871035446581], [126.97104502006088, 37.56878371970403], [126.96950710264014, 37.56815712537903], [126.96909869029528, 37.56824768102533], [126.9666986123745, 37.56582035482398], [126.96756343204407, 37.56487698089335], [126.96883853979176, 37.563122673692035], [126.96946310559309, 37.56197636361391], [126.96744146264929, 37.561508337128984], [126.96683356215902, 37.56127281332216], [126.9655804000947, 37.56036508818588], [126.96401249366951, 37.55947474679542], [126.96330372139171, 37.559214016573186], [126.96167996261377, 37.55902750212645], [126.96161143177412, 37.55841923805446], [126.9620745299004, 37.55845257158157], [126.96280823424469, 37.55805683065829], [126.96305033305111, 37.55803096091823], [126.96305276157032, 37.55741357591873], [126.96341416525465, 37.556997401059476], [126.96336316991102, 37.55668371119854], [126.96271593962118, 37.555984703648264], [126.9621928095813, 37.55555917877843], [126.96202026081153, 37.55512934388154], [126.96173581168338, 37.554987476838015], [126.96190377024926, 37.554410332344986], [126.9616260918588, 37.553365784941576], [126.96183036721044, 37.553336088395255], [126.96205349566193, 37.553847767608616], [126.96231010987314, 37.552770071364975], [126.96229943875481, 37.55181824216225], [126.96240556646899, 37.55159213542831], [126.96338029084511, 37.55226157526377], [126.96463361019177, 37.55336991214424], [126.96570975684504, 37.55415184362253], [126.96701775854343, 37.55454810940994], [126.96918359436803, 37.55566255512933], [126.96917154902881, 37.554876179249995], [126.96932806933806, 37.55430865125472], [126.96966836299714, 37.554112274775235], [126.97043788681184, 37.5538839505593], [126.97112246905633, 37.55392474404776], [126.97178767204538, 37.554206763091756], [126.97146527900328, 37.55453482088625], [126.9714912339139, 37.55487706546648], [126.97240807336854, 37.554877297313865], [126.97241307885214, 37.554650356555044], [126.97434728978729, 37.553549075605595], [126.97583021547759, 37.55338892417105], [126.9764288592161, 37.55308720923703], [126.97654787895773, 37.555219213719965], [126.97725782315733, 37.555011009070725], [126.97815561018598, 37.5543838760644], [126.97879511295646, 37.55408723129265], [126.97873186215612, 37.55320457577687], [126.98020415370692, 37.553371554409374], [126.98055353295378, 37.55324727270061], [126.98082969896065, 37.553833076987864], [126.9817190876534, 37.55385940271942], [126.98202001461023, 37.55379442906619], [126.98248427156152, 37.55347831032123], [126.98330937355793, 37.553357368307616], [126.98402768933704, 37.55303904699941], [126.9846237117101, 37.553136818144054], [126.98541809470896, 37.55370533682737], [126.98610784080985, 37.553340871687745], [126.98659568113487, 37.5525807229497], [126.98705195388304, 37.552292469772574], [126.98772509304128, 37.55145152907979], [126.98865557608119, 37.551552690927636], [126.98947647307334, 37.55132218792468], [126.99024494433924, 37.55128060918719], [126.99070630020765, 37.5511179063807], [126.99099650727184, 37.550767671987344], [126.99165823956831, 37.550265705634466], [126.9923660778869, 37.550061635165264], [126.99295942377978, 37.54952153051838], [126.99337168396146, 37.5488110263174], [126.99400914557775, 37.54840984853171], [126.99445905151045, 37.54748804489335], [126.99523510467873, 37.54723215281466], [126.99635519064344, 37.547448725977844], [126.99669730825767, 37.54781617263488], [126.99674800522305, 37.54852119956038], [126.99737832356242, 37.54900072202828], [126.99765997853162, 37.549362255177364], [126.99832479872349, 37.54969536162182], [127.00014170301641, 37.5498218147036], [127.00039943458862, 37.54995310191867], [127.0008105606576, 37.549853291045025], [127.00168398674111, 37.55005972470738], [127.00219863625681, 37.54971116758977], [127.00286418441026, 37.54964161664068], [127.00342134547185, 37.55001946726773], [127.00433613433323, 37.55021114874995], [127.00456040481374, 37.54984994007715], [127.00468854695231, 37.54868512447835], [127.0049972320476, 37.54840225739081], [127.00612752418454, 37.548193190930306], [127.00532986684676, 37.54734854207661], [127.00543364100864, 37.54706359832081], [127.00501703582216, 37.54617162993521], [127.00726352495188, 37.543857133416495], [127.00898372462748, 37.54413421945664], [127.00904955398948, 37.543975943673004], [127.00896205239046, 37.5427343450012], [127.00869961241284, 37.54199342220458], [127.00880834621522, 37.541581571062174], [127.00927982809706, 37.54102821571858], [127.00919194417551, 37.5405966653901], [127.00934370439755, 37.539966246971325], [127.00994635821793, 37.53939253497739], [127.01072593881392, 37.53930102649425], [127.01148342838094, 37.53902571147788], [127.01261212264438, 37.53934366016933], [127.01346299135984, 37.5388176046742], [127.01479281060968, 37.538812633150386], [127.01500523374398, 37.5383038216583], [127.01559535222849, 37.5383891285951], [127.0158468005369, 37.53816932122362], [127.01675933198533, 37.537851160783255], [127.01753062912384, 37.53765227096255], [127.01743995041575, 37.534003516064054], [127.01775925546664, 37.53424704643739], [127.02117868890711, 37.535818435547384], [127.02341672692954, 37.535796552625754], [127.02907387719374, 37.5358333179516], [127.03580666375147, 37.53582956349142]]]}"
