url,bill_title
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2F4N1N2E1V9P1L4T0H2G2P8X4Z4C1,[2207521] 2024년도 국토교통위원회 국정감사 관련 감사원에 대한 감사요구안(국토교통위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2H4S0Q9V0G2I1W7M1N3N4E3M6Y2J9,[2203533] 2025년도 무역보험계약 체결 한도에 대한 동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2K4P0O5S3T1K2G0Z3W7J2V3B9B8A9,[2200072] 2023회계연도 한국교육방송공사 결산 승인안(방송통신위원회위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2K5K0B3S1E1W1G4E0Z9I4L4M4E8B2,[2208820] 방송통신심의위원회 위원장(류희림)의 민원사주와 은폐 의혹과 관련한 감사원에 대한 감사요구안(과학기술정보방송통신위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=ARC_R2L4Y1Q0N0D2B1J2N4Y0P4K1S0F9G3,[2204494] 국군부대의 아랍에미리트(UAE)군 교육훈련 지원 등에 관한 파견연장 동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2L5S0P4W2J1Z1D7Y3A5H1E7V4B7A6,[2209995] 2025년도 산업재해보상보험및예방기금운용계획변경안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Y4K0K6M1Q3U1V6C5S5T2M7F3I8F2,[2200467] 일본 정부의 사도 광산 세계유산 등재 추진 철회 및 일본 근대산업시설 유네스코 권고 이행 촉구 결의안(박수현의원 외 169인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2G4P1J0B0A8W1S0I4A3R2F5R5W7X3,[2204613] 국군부대의 「국제연합 남수단 임무단(UNMISS)」 파견연장 동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2F5H0D2U2P7K1E6M5N4Q1Q2W1S9G1,[2208588] 윤석열 정부의 비상계엄 선포를 통한 내란 혐의 진상규명 국정조사 결과보고서 채택의 건(윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2A5C0V1A0G9Y1S1C3J7I1T6Z3C4M9,[2207403] 대통령 관저 이전 관련 감사원에 대한 감사요구안(국회운영위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2M5I0G4Q1A6Q1P5N0V1J2Z9Z2L4O2,[2210293] 디자인보호법 일부개정법률안(대안)(산업통상자원중소벤처기업위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2R5K0E4P2H1H1S7P3P3G1U7O2X7S2,[2209989] 2025년도 정보통신진흥기금운용계획변경안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2M4G1Z2D0P2C1L7T0Y6A4Z7X2K9N3,[2206195] 법무부ㆍ검찰청ㆍ검사의 헌법ㆍ법령 위반 등 관련 감사원에 대한 감사요구안(법제사법위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2O4K1A2B0X5S1V0G5A1D1U2V5V8B7,[2206213] 의사일정 변경동의의 건(박성준의원 등 170인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2E4D1C0A0I7J0I9G5F2N5M8M9L3J3,[2204595] 특별검사후보추천위원회의 구성 및 운영 등에 관한 규칙 일부개정규칙안(박성준의원 등 11인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2E4L1M1L2J0J1I1I4Q4R0P1N5O9N9,[2205744] 쌀값 정상화를 위한 정부 대책 촉구 결의안(문금주의원 등 21인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2R4G0H8P2B7P1V2D5H7Y0P3S7B2C4,[2203266] 민법 일부개정법률안(대안)(법제사법위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2X5U0H1H1X7U2F3Z1H5F1F2E5P7Q0,[2207635] 의대정원 증원 추진과정에 대한 감사요구안(교육위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2C5D0Z2Z2Y1Y1W6V3W8D5E8D8D3B4,[2208356] 윤석열 대통령 배우자 김건희의 주가조작 사건 등의 진상규명을 위한 특별검사 수사요구안(장경태의원 등 10인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2R5X0O4D2J1B1G7X3V4W5S2G6D4K8,[2209994] 2025년도 임금채권보장기금운용계획변경안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2H4P0U9I0Q2J1C7S1B2I2X6D7Y8T4,[2203531] 2025년도에 발행하는 한국장학재단채권에 대한 국가보증동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2X4U1B2S0I5U1O0H5X0E0P9W1V9M2,[2206211] 의사일정 변경동의의 건(박성준의원 등 170인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2W4R1Q2I0U4B0O0Y5Q5Z4N6H5E8O7,[2206197] 비상계엄해제요구 결의안(박찬대의원 등 170인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2K4K0E8A2Z7U1G1J2Q8E4U1J7A6E4,[2203230] 대한민국 정부와 세르비아공화국 정부 간의 투자의 증진 및 보호를 위한 협정 비준동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2U4U0H8V2S8M1G7I4G5W1D3D3W4B1,[2203321] 방송통신위원회의 불법적 2인 구조 및 공영방송 이사 선임 과정 등에 대한 감사원에 대한 감사요구안(과학기술정보방송통신위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2N4K0C6O2F8F1P3Y1X5O5A5P8D3B1,[2200052] 2023회계연도 예비비지출 승인의 건(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2O5F0I1C1B5R1D7C4M5X4R0E3L2I3,[2207578] 12·29 여객기 참사 피해자와 유가족에 대한 2차 가해 방지 및 엄정 대처 촉구 결의안(국토교통위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2S5D0O4B2F1P1M7F3U3O3N8B6R8C7,[2209990] 2025년도 방송통신발전기금운용계획변경안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2Y4Z1N2G0Y5Q1A4M1O0P4N2I4P3N1,[2206226] 위헌적 비상계엄 선포를 통한 내란 행위의 진상규명을 위한 특별검사의 수사요구안(김용민의원 외 169인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2D5H0F4N0Q8B1C6S1W5W1M6Q3Z5K8,[2210289] 전기안전관리법 일부개정법률안(대안)(산업통상자원중소벤처기업위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2D4Z0W9Y0C2U1E6Y4I7B1D7J8L1Y8,[2203521] 2025년도 임대형 민자사업(BTL) 한도액안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2D5C0J2I1A1E1F5Z1S1S5A8B2G1O9,[2208058] 인천세관 마약 수사외압 의혹 사건 등 진상규명을 위한 특별검사 수사요구안(김용민의원 외 23인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2J4Q0P8K2D7P1M1F2W1H0P2C4E0Q5,[2203228] 대한민국과 르완다공화국 간의 소득에 대한 조세의 이중과세 방지와 탈세 및 조세 회피의 예방을 위한 협정 비준동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2H5T0S4T2Q1N1F7M3V4T3X6E2J3C1,[2209993] 2025년도 고용보험기금운용계획변경안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2K5L0X2J1J8K1L0T3U7P2T4A1L6N4,[2208268] AI 디지털교과서 도입과정에 대한 감사원 감사요구안(교육위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2M5X0R4H1A7E1P3E3M5J3M2S4P1Q3,[2210292] 전통시장 및 상점가 육성을 위한 특별법 일부개정법률안(대안)(산업통상자원중소벤처기업위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2T5V0F1V2H3Q1Q3S4E5I4L7G8N3S6,[2207752] 서울서부지방법원 불법적 폭동사태 관련 긴급현안질문 실시의 건(의장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2W4W1K1Q2D7I2R0O3C7S1N5L1G0F5,[2205994] 가자지구에서의 즉각적이고 영구적인 휴전 촉구 결의안(대안)(외교통일위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2F4B0Y5C3G1C2H0H3S3V2U5H5L5M2,[2200071] 2023회계연도 한국방송공사 결산 승인안(방송통신위원회위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2I5K0D3Q0S7I1J0Q0M1N3N4G7U7Z4,[2208821] 한미동맹 지지 결의안(대안)(외교통일위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2D5Q0B1D2C2Y1H5J2B8A2O6X4I5K2,[2207717] 2012년 12월 11일 서울에서 서명된 대한민국 정부와 키르기즈공화국 정부 간의 소득과 자본에 대한 조세의 이중과세 방지와 탈세 예방을 위한 협정을 개정하는 의정서 비준동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2L4L1X2T1Y0Q1A0K3F2S3S1B7R4M8,[2206378] 제419회국회(임시회) 회기결정의 건(국회운영위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2M4K0L8J2J7I0Q9Q5P5P0N1O7N5N4,"[2203319] 후쿠시마 원전 오염수 해양투기 1년, 국민과 수산업계 보호를 위한 일본 정부의 오염수 해양투기 중단 및 한국 정부 대응 촉구 결의안(이원택의원 등 17인)입법예고중"
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2O5Y0C1D0D8F1Z3F2B9Y2Z9G5B2Z3,[2207328] 12.29 여객기 참사 진상규명과 피해자 및 유가족의 피해구제를 위한 특별위원회 구성의 건(의장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2U5C0N5H0P1I2K1O3A7S2C2U0P3E5,[2210330] 의사일정 변경동의의 건(박성준의원 등 170인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2N4L1M1U2U0T1T6S1S0R3Y4Z9Y3Y9,[2206490] 모두를 위한 통합교육 촉구 결의안(김영호의원ㆍ강경숙의원ㆍ최보윤의원 등 164인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2I4G0I9N0M2I1J7Q1Y2K5O3I9B4Q5,[2203532] 2025년도에 발행하는 공급망안정화기금채권에 대한 국가보증동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2X5R0Q1P2L2Y1Z4X5D8N0B2B2E5N9,[2207713] 대한민국과 안도라공국 간의 소득에 대한 조세의 이중과세 방지와 탈세 및 조세 회피의 예방을 위한 협약 비준동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2A5B0M4Z1A7N1J3R3D3A4E7A6B2Z2,[2210291] 장애인기업활동 촉진법 일부개정법률안(대안)(산업통상자원중소벤처기업위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2A5Q0E4K2P1U1X7Q3O5O3R7R1V6O8,[2209996] 2025년도 근로복지진흥기금운용계획변경안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2N4M1G1X0I5Y1Y4J1Y3V3U2W5K9U8,[2205260] 대한민국과 아메리카합중국 간의 상호방위조약 제4조에 의한 시설과 구역 및 대한민국에서의 합중국군대의 지위에 관한 협정 제5조에 대한 특별조치에 관한 대한민국과 미합중국 간의 협정 비준동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2N5G0B4C2W1O1C7U3C3X5K9R0U9S4,[2209991] 2025년도 중소벤처기업창업 및 진흥기금운용계획변경안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2M4Y1R0L0X8W1L0V3J8Q3X4M8K3W5,[2204612] 국군부대의 「국제연합 레바논 평화유지군(UNIFIL)」 파견연장 동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2T5N0V4P2T1T1B7L3A5I5Y4I7D6L7,[2209997] 2025년도 주택도시기금운용계획변경안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2W5Y0I2U1N3Y1N7G0H9Z0Y0F5R0P5,"[2208162] 김용원 상임위원 등 국가인권위원회의 헌정부정, 내란선전 행위와 관련한 감사원에 대한 감사요구안(국회운영위원장)입법예고중"
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2Z5P0F1K2M2K1C5W1U6I2E1P3L8R8,[2207714] 대한민국 정부와 바레인왕국 정부 간의 투자의 증진 및 보호를 위한 협정 비준동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2G5P0Z2A1X4U1T1D1O7J1I4P9Y5D7,[2208161] 헌법재판소 재판관 마은혁 임명 촉구 결의안(대안)(국회운영위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2L4N1J0Z2N4Z2Y0V5B8W3W4E0Z8W2,[2204913] 이진숙 방송통신위원회 위원장의 공무원으로서의 정치적 중립의무 위반 의혹 등에 대한 감사원에 대한 감사요구안(과학기술정보방송통신위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2P5I0Q3I2C0M1N5E1O6T0F1T0M9Q2,[2209175] 연금개혁 특별위원회 구성의 건(의장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2D5B0N3T1L1G1M4D1E7K5U0F1P6G1,[2208819] 방송통신심의위원회 위원장(류희림) 사퇴 촉구 결의안(과학기술정보방송통신위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2S5X0S2Z0R6H2H1K0Y7U5A8F7R0Q3,[2207960] 윤석열 정부의 비상계엄 선포를 통한 내란 혐의 진상규명 국정조사특별위원회 활동기간 연장의 건(윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2L4J1F2G0N5N1S0G4K9V2C8X0A5W9,[2206210] 의사일정 변경동의의 건(박성준의원 등 170인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2M5T0C3S1V3R1R3C4C1R3G8I8N7T3,[2208899] 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회 구성의 건(의장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2W5F0P4X2X1I1P7A3H4P1W8K9K6S1,[2209992] 2025년도 소상공인시장진흥기금운용계획변경안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2H5J0N2E1N4V1W4S5T0W3U4A1S5K6,[2208169] 해양법에 관한 국제연합협약에 따른 국가관할권 이원지역의 해양생물다양성 보전 및 지속가능한 이용에 대한 협정 비준동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2P4S1N0V0H2V1D4Z1V9J4L4Q7T8Q0,[2204496] 국군부대의 소말리아 아덴만 해역 파견연장 동의안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2R5L0V1K0Q8G1O3V4I4B0J2X0G1P6,[2207330] 윤석열 대통령 위헌적 비상계엄 선포 내란혐의 및 제주항공 여객기 참사 진상규명 관련 긴급현안질문 실시의 건(의장)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2L4X1B2N0Z5X1S0M5P0S4D1W5J6N7,[2206212] 의사일정 변경동의의 건(박성준의원 등 170인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2C5U0C4Z2M1M1W7K3N1Z3J3E4Y8W3,[2209987] 2025년도 복권기금운용계획변경안(정부)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2N4M0L8E0A2F1D3M4Z9T1M2W7E8L2,[2202525] 의사일정 변경동의의 건(박성준의원 등 170인)입법예고중
http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2R4D1V2O3C1F1X3Z3P5Z5P6P9Y1Z7,[2207147] 윤석열 정부의 비상계엄 선포를 통한 내란 혐의 진상규명 국정조사계획서 승인의 건(윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원장)입법예고중
