age,title,bill_id,bill_number,content
21,2021회계연도 예비비지출 승인의 건,PRC_J2F2T0Q5A3V1B1Q7A2I9H3E3K4C6I4,2115802,
21,2022년도 소상공인시장진흥기금운용계획변경안,PRC_K2G2J0X5N1L3R0D9D5B9Z3H3L4B8I4,2115588,
21,2020년도 국민체육진흥기금운용계획변경안,PRC_B2Q0E0Q6W0K4Z0A9E4E4T4H3H8R2U6,2100132,
21,2020년도 근로복지진흥기금운용계획변경안,PRC_W2I0F0P6X0H4L0B9E5G2Q5Q7B6Q5H9,2100154,
21,2022년도 고용보험기금운용계획변경안,PRC_G2W2H0J5V1M3I1O0N0I0K0W2S9E0T1,2115589,
21,2020년도 국유재산관리기금운용계획변경안,PRC_E2J0E0H6B0H4K0V9W4Z2B1M5U1O6I0,2100127,
21,2022년도 관광진흥개발기금운용계획변경안,PRC_R2X2W0U5X1G3G0V9T5I3Q4P7K0F0U3,2115581,
21,2020년도 농지관리기금운용계획변경안,PRC_D2Q0E0Q6W0J4U0J9K4F6T0B5R1Z5W3,2100136,
21,2020년도 국민연금기금운용계획변경안,PRC_W2W0N0S6A0H4U0G9U5V1F2C1C4O1C2,2100150,
21,2020회계연도 결산,PRC_C2U1J0H5U3G1N1H3S3B9T0Y0X7M0G8,2110474,
21,2022회계연도 결산,PRC_W2L3R0M5C3W1S1Y3H1W8G3X6M1L9A4,2122386,
21,2021년도 공공자금관리기금운용계획변경안,PRC_K2U1M0P3R0R4D0W9W1E5G1C4P7Y2M8,2108498,
21,2020년도 영화발전기금운용계획변경안,PRC_Q2G0J0H6G0E4S0F9T4G5J4F4E2H3N3,2100135,
21,2021년도 정보통신진흥기금운용계획변경안,PRC_B2R1J0T7D0C2Y0B9Z4U7G4A7G5Z9I3,2111286,
21,2020년도 축산발전기금운용계획변경안,PRC_E2D0I0P6O0X4E0H9E4V6C2C3X9G9L0,2100137,
21,2019회계연도 예비비지출 승인의 건,PRC_O2P0Z0U6G0L1I1P4A3K8M2P3T7H7H8,2100028,
21,2020년도 주택도시기금운용계획변경안,PRC_T2R0D0V6Q0A4U0A9R5P3K2P1P7K7B1,2100155,
21,2020년도 국제교류기금운용계획변경안,PRC_Q2U0W0O6H0L4C0H9C4B3X3L9E1R5M6,2100130,
22,2025년도 고용보험기금운용계획변경안,PRC_I2H5T0S4T2Q1N1F7M3V4T3X6E2J3C1,2209993,
22,2025년도 복권기금운용계획변경안,PRC_W2C5U0C4Z2M1M1W7K3N1Z3J3E4Y8W3,2209987,
22,2023회계연도 예비비지출 승인의 건,PRC_F2N4K0C6O2F8F1P3Y1X5O5A5P8D3B1,2200052,
22,2025년도 주택도시기금운용계획변경안,PRC_P2T5N0V4P2T1T1B7L3A5I5Y4I7D6L7,2209997,
22,2023회계연도 한국방송공사 결산 승인안,PRC_K2F4B0Y5C3G1C2H0H3S3V2U5H5L5M2,2200071,
22,2025년도 공공자금관리기금운용계획변경안,PRC_W2P5T0W4Z2C1X1G7Z3E2H5G5F1C3C3,2209988,
22,2025년도 중소벤처기업창업 및 진흥기금운용계획변경안,PRC_P2N5G0B4C2W1O1C7U3C3X5K9R0U9S4,2209991,
22,2023회계연도 한국교육방송공사 결산 승인안,PRC_B2K4P0O5S3T1K2G0Z3W7J2V3B9B8A9,2200072,
22,2025년도 근로복지진흥기금운용계획변경안,PRC_P2A5Q0E4K2P1U1X7Q3O5O3R7R1V6O8,2209996,
22,2025년도 정보통신진흥기금운용계획변경안,PRC_C2R5K0E4P2H1H1S7P3P3G1U7O2X7S2,2209989,
22,2025년도 방송통신발전기금운용계획변경안,PRC_F2S5D0O4B2F1P1M7F3U3O3N8B6R8C7,2209990,
22,2025년도 제1회 추가경정예산안,PRC_Y2U5W0A4H2Y1L1P7D2A5G0O9C6J1U1,2209986,
22,2025년도 소상공인시장진흥기금운용계획변경안,PRC_U2W5F0P4X2X1I1P7A3H4P1W8K9K6S1,2209992,
22,2025년도 산업재해보상보험및예방기금운용계획변경안,PRC_B2L5S0P4W2J1Z1D7Y3A5H1E7V4B7A6,2209995,
22,2025년도 임금채권보장기금운용계획변경안,PRC_D2R5X0O4D2J1B1G7X3V4W5S2G6D4K8,2209994,
22,2023회계연도 결산,PRC_X2O4P0F6H2U8T1O0K5T3P0I0A2K2Q3,2200051,
