age,title,bill_id,bill_number,content
20,대한민국과 중미 공화국들 간의 자유무역협정 비준동의안,PRC_A1I8X1J1V1M3R1Q0X2V7R4M8F0Y5I3,2016513,
20,2019년도 무역보험 계약체결한도에 대한 동의안,PRC_W1R8Y0E9P0W3E1F1V0Y2F0Y4V4K9E0,2015258,
20,국군부대의 「국제연합 남수단 임무단(UNMISS)」 파견연장 동의안,PRC_Y1F9D1Y0B1I7P1T4T4P5S5D1Q9N6C7,2022906,
20,학교체육선진화를 위한 촉구 결의안,PRC_C1T6B1L1E2J4T1K4W3L6T2G0Y3N5N6,2003824,
20,2018년도 행정안전위원회 국정감사 관련 감사원에 대한 감사요구안,PRC_G1I9F0C3N2Y7U1S9C1K6Y3G3S4F5H9,2019425,
20,4차 산업혁명 특별위원회 활동기간 연장의 건,PRC_U1K8Q1G2C2O7Q1J7K2U2A2G4I2Q8Z1,2017819,
20,북한의 핵 고도화와 미사일 도발 규탄 및 재발 방지 촉구 결의안(대안),PRC_W1B9X0L8A0L5V1R6R0H3Z2A0Y5L4R5,2021862,
20,대한민국과 영국 간의 자유무역협정 비준동의안,PRC_C1B9E0N9Y0M4E1N5A0L6Z1R8H3X9C6,2022332,
20,윤리특별위원회 구성 등에 관한 규칙 일부개정규칙안,PRC_T1I8F0I7T1S3O1S4T3J5C2L7J1P1K2,2014438,
20,대한민국 정부와 케냐공화국 정부 간의 소득에 대한 조세의 이중과세 방지와 탈세 예방을 위한 협약 비준동의안,PRC_M1U6L0S6F1M4B1O7S2U7H1O2Y3X6T8,2000232,
20,대한민국과 아랍에미리트연합국 간의 범죄인 인도 조약 비준동의안,PRC_D1R6C0V6O2T8O1S5A3U8B4Z5M8N6N0,2000530,
20,워싱턴 추모벽 건립 지원 촉구 결의안,PRC_W1G6G0P7R1V5Y1D4A5W1C2W8C0K3Y5,2000913,
20,국군부대의 「국제연합 남수단 임무단(UNMISS)」 파견연장 동의안,PRC_E1H6C1A0N0L4V1S9A0M5K4O8S6F4S2,2002571,
20,파리협정 비준동의안,PRC_A1H6I0A9P0G1F1O7J3S2K3D6H6K1B4,2002040,
20,2018년도 환경노동위원회 국정감사 관련 감사원에 대한 감사요구안,PRC_U1O9G0H3A1Y1K1Y0J1F7T5V9C6K2F1,2019208,
20,2018년도 임대형 민자사업(BTL) 한도액안,PRC_W1K7W0S9X0E1S1W0O2L2V2V6E4X0R4,2008923,
20,지방재정법 일부개정법률안(대안),PRC_D2N0W0Q5V1Q4J1P8U1E7U4S6A1Y1Y5,2024988,
20,2019년도에 발행하는 예금보험기금채권상환기금채권에 대한 국가보증동의안,PRC_N1L8F0F9J0C3N1I0C3X5F5L7G3K4V7,2015252,
20,교섭단체 정책연구위원 임용 등에 관한 규칙 일부개정규칙안,PRC_L1O7X1B2N2Y9U1W5W0N4Y4N5D6M9P5,2011633,
20,국회정보공개규칙 일부개정규칙안,PRC_V1V7V1K1S1D3L1Z0Y1Q2P4F5A1W9L5,2010367,
20,“3·8민주의거 기념일”의 국가기념일 지정 촉구 결의안,PRC_B1N7I0C9G2D9I1N4V5Q4Z5W7V9F1D5,2009768,
20,청년미래 특별위원회 구성결의안,PRC_U1Y7B1C1Z0O9W1O1F4O6C0Q7G0I0I5,2010099,
20,2018 평창 동계올림픽대회 성공 개최를 위한 공공기관 등 후원지원 촉구 및 권유 결의안,PRC_A1J6Y1S1P2B9L1N3A5T9U4J2Z9U6Q1,2003956,
20,국군부대의 소말리아 아덴만 해역 파견연장 동의안,PRC_B1U9R1U0W1S1M1E0V3Y8D4X6M7F1O4,2022861,
20,국군부대의 「국제연합 레바논 평화유지군(UNIFIL)」 파견연장 동의안,PRC_E1A6K1I0T0S4P1T9P1R3G0W8Z6V8G3,2002572,
20,국회상임위원회 위원정수에 관한 규칙 일부개정규칙안,PRC_W1F7U0A8I2S3F2B1D2E4E3Y7B8N7N3,2008870,
20,유전자원에 대한 접근 및 그 이용으로부터 발생하는 이익의 공정하고 공평한 공유에 관한 생물다양성에 관한 협약 나고야 의정서 비준동의안,PRC_T1Q6H1U1W1L7C1S5Z4Q9B1K1F1I6P6,2003677,
20,민생경제 특별위원회 활동기간 연장의 건,PRC_U1V6F1D2L2Y8L1J4K0X7L1K0W4U2D1,2004733,
20,2020년도 임대형 민자사업(BTL) 한도액안,PRC_P1C9D0J9A0J3U1I0W1Q0A0G8U8C0R4,2022306,
20,코로나19 확산 방지를 위한 종교집회 자제촉구 결의안,PRC_D2W0I0C3O0O4M1D1P4B7K5H1O6U8Q4,2024661,
20,2017년도에 발행하는 한국장학재단채권에 대한 국가보증동의안,PRC_S1H6R0H9U0I2Y2U1M0J4D0G0A2T3J0,2002120,
20,국회 코로나19 대책 특별위원회 구성의 건,PRC_V2N0U0E2L2D4X1V0Q2Z8U4Y9R7J9Z8,2024629,
20,‘수서발’ 고속철도(SRT) 전라선 노선 허가와 코레일 고속철도(KTX) 운행 횟수 증편 촉구 결의안,PRC_Z1R6T0L9U1K9K1H8N1L7J3H3D8C1N1,2002334,
20,의회지도자(홍진)상 건립의 건,PRC_L1S8Y1L0M2D9K1R7N1M6B5N0A5A8W8,2016109,
20,기능성 양잠산업 육성 및 지원에 관한 법률 일부개정법률안(대안),PRC_M2G0Q0X3M0X3D1N5A5F2P5B3F5X7O6,2024907,
20,정치개혁 특별위원회 구성 변경 및 활동기간 연장의 건,PRC_O1V9Q0A6U2S8P1Y3H4P9K2O2C0S5L4,2021193,
20,국군부대의 아랍에미리트(UAE)군 교육훈련 지원 등에 관한 파견연장 동의안,PRC_G1J9L1E0U1Y1U1X0Z4I0U5L3N7C8C0,2022862,
20,2020년도 무역보험계약 체결 한도에 대한 동의안,PRC_R1M9L0B9E0N3A1H0X4Z5X2K2U4M7W1,2022309,
20,대한민국과 타지키스탄공화국 간의 소득에 대한 조세의 이중과세 방지와 탈세 예방을 위한 협약 비준동의안,PRC_H1H6Q0W6Y1G4M1M7G5P1W3C4Q6G2X5,2000240,
20,평창동계올림픽 및 국제경기대회지원 특별위원회 활동기간 연장의 건,PRC_G1J7O0Q6O2B7A0X7I3P1K1F0P7C2L8,2007604,
20,범죄수익은닉의 규제 및 처벌 등에 관한 법률 일부개정법률안,PRC_Y2G0C0C4X2O9P1X8D1A1L4C5E1V7E5,2024881,
20,미래일자리 특별위원회 구성결의안,PRC_T1X6F0B7C0S5U1C7U3O3F1J7D5B6Q2,2000691,
20,대한민국 정부와 아르메니아공화국 정부 간의 투자의 증진 및 상호 보호에 관한 협정 비준동의안,PRC_S1B8B1I2E2Q8A1J0B3G5T5W7X5S5D1,2017836,
20,국회청원심사규칙 일부개정규칙안,PRC_H1J9H1F1Y2D9M1X0C3X2R0Q2Z9Q9H3,2024074,
20,2018년도 국방위원회 국정감사 관련 감사원에 대한 감사요구안,PRC_Y1F9J0T3O2V8P1C5T3J0H1M6E9B8C0,2019432,
20,2018평창동계올림픽대회 및 동계패럴림픽대회의 성공적 개최와 올림픽정신 구현을 위한 국회 특별 결의안 채택의 건,PRC_G1K8L0N2A0I7B1D3Q3S7Y3K7K5P8X2,2011803,
20,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법률 일부개정법률안(대안)",PRC_B2E0Q0P5K1J4V1V8O1Q1J5Y2C1E5W0,2024992,
20,저출산·고령화대책 특별위원회 활동기간 연장의 건,PRC_Z1Q6P1F2G2A8J1U4Q1A0P1E5Q4A4X5,2004741,
20,대한민국과 미합중국 간의 자유무역협정을 개정하는 대한민국 정부와 미합중국 정부 간의 의정서 및 2011년 2월 10일 서한교환을 개정하는 대한민국 정부와 미합중국 정부 간의 의정서 비준동의안,PRC_Y1U8K1R0Y1L2W1Z6Y5I0O0U4T1L9W8,2015970,
20,집회 및 시위에 관한 법률 일부개정법률안(대안),PRC_Y2D0I0I3S0L4M1B7O3K9B2F0R3W5F9,2024986,
20,에너지 특별위원회 구성결의안,PRC_W1H8B0U7T2A5O1K8T5L2I5K0S1Y2U4,2014556,
20,독점규제 및 공정거래에 관한 법률 일부개정법률안,PRC_G2R0I0Y3G0S4J1G1T0V0S5M4Q3U6D3,2024891,
20,2017년도 보건복지위원회 국정감사 관련 감사원에 대한 감사요구안,PRC_A1C8R0U2U2H1D1Z9K1K3W1C9C3Q5F3,2012100,
20,대한민국 정부와 미합중국 정부 간의 민간과 평화적 목적의 항공 및 대기권과 외기권의 탐사와 이용에서의 협력을 위한 기본협정 비준동의안,PRC_T1R6S0X7L1H4X1L6K3P4G2T7A5X4Z3,2000880,
20,산림기술 진흥 및 관리에 관한 법률 일부개정법률안(대안),PRC_K2Y0P0A3K0Z3U1M5L5J5B1K8S6S7X1,2024900,
20,남북관계개선 특별위원회 활동기간 연장의 건,PRC_T1T6P1V2F2J8E1D4I1F3L0Y6F7R0A2,2004737,
21,일본 정부의 ‘후쿠시마 방사성 오염수’ 해양방출 결정 규탄 및 오염수의 안전성 확보를 위한 적극적인 대책 촉구 결의안(대안),PRC_F2O1R0R6S2B9R0T8X3P1J3T5I4T1L9,2111177,
21,공휴일 본회의 개의에 관한 건,PRC_Z2K2U1Q2X1D1F0J8N5J2H1T3H9K6Q6,2118866,
21,윤리특별위원회 운영 등에 관한 규칙 일부개정규칙안,PRC_U2Q1S0E2T0N2I1S3N4Z9V2M7M5W1W9,2107857,
21,느린학습자(경계선 지능인) 교육지원 종합대책 마련을 위한 촉구 결의안,PRC_L2K3S0R2Z0X9Y1X6W0E3D2B0A2W0X8,2120017,
21,대덕특구 조성 50주년 기념 연구개발특구 지원 촉구 결의안,PRC_U2T3T0B7B1A9Y1Z1X4Y5G0E6F3D9E7,2123596,
21,대한민국 정부와 터키공화국 정부 간의 소득에 대한 조세의 이중과세 제거와 탈세 및 조세회피 방지를 위한 협약 비준동의안,PRC_Z2J2D0L5S0L4R1H5H0T8P5G1L5Q3P0,2115492,
21,국회상임위원회 위원 정수에 관한 규칙 개정 특별위원회 구성의 건,PRC_C2X0O0R6R0N8P1B5U2A0W3Z8F2J8J1,2100265,
21,프랑스산 쇠고기 수입위생조건안 심의결과보고서 채택의 건,PRC_V2H3E1T2Z2W0Y1N3C0K4K2H1H6K4H2,2126019,
21,2021년도 무역보험계약 체결 한도에 대한 동의안,PRC_X2R0W0F9L0C3Z1D3T1O8W4N8B6I1W3,2103492,
21,"1985년 10월 8일 서울에서 서명되고 2001년 5월 28일 서울에서 서명된 의정서를 통하여 개정된, 대한민국과 오스트리아공화국 간의 소득 및 자본에 대한 조세의 이중과세회피와 탈세방지를 위한 협약의 개정을 위한 제2의정서 비준동의안",PRC_L2L1Z1S2Y2C8C1I1W1V9U1T1M3H6L1,2114120,
21,정치개혁 특별위원회 구성결의안,PRC_O2Q1N1Z1K0D9X1N6I1W6Q3K6J7X4H1,2113244,
21,일본의 하시마(군함도) 탄광 등 한국인의 본인 의사에 반한 강제노동 동원에 대한 UNESCO 세계유산위원회의 권고와 일본이 약속한 후속조치의 성실한 이행 촉구 결의안,PRC_R2G0N0V6V2I3X1Z4W3G6I0A1D1O8J4,2100888,
21,대한민국 정부와 베트남사회주의공화국 정부 간의 사회보험에 관한 협정 비준동의안,PRC_Q2L1H1R2N2D8M1P1I2C1X0S2E1C9D8,2114121,
21,대한민국과 아메리카합중국 간의 상호방위조약 제4조에 의한 시설과 구역 및 대한민국에서의 합중국군대의 지위에 관한 협정 제5조에 대한 특별조치에 관한 대한민국과 미합중국 간의 협정 비준동의안,PRC_I2R1X0N4I1Y3T1K1S4Q0Y1I6L7T0P5,2109425,
21,건축물관리법 일부개정법률안(대안),PRC_O2Z1X1Z2P3W0K2B1R2T8O3H6R0L6I7,2114349,
21,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 일부개정법률안(대안),PRC_R2V0H1Z1S2W5A1V1A1X6L3G2F9L5W8,2106065,
21,일본 정부의 ‘후쿠시마 방사능 오염수’의 안전한 처리 및 국제적 동의 절차 확립 촉구를 위한 결의안,PRC_E2S0C0X7A1N5Y1U4T2R4T5I1T5P9R8,2101983,
21,사법개혁 특별위원회 구성결의안,PRC_C2J2J0J4A2J9G1A2K3I8Z2W2M9D4D0,2115456,
21,의사일정 변경동의의 건,PRC_T2R4D0L5X2E8X1N7Q4D8K3V1A2S6R2,2126702,
21,대한민국의 명백한 독도영유권을 확인하고 일본의 독도영유권 주장 및 교과서 역사왜곡을 규탄하는 결의안(대안),PRC_L2Z3E0W9K2B0K2M0B1A1Y5L5N6U0Z8,2125087,
21,2024년도에 발행하는 한국장학재단채권에 대한 국가보증동의안,PRC_O2J3M0W9K0N1Y1O5B4T5S5O7S1P2P1,2124161,
21,역내포괄적경제동반자협정 비준동의안,PRC_D2P1K1A0R0M1V1R4U5R3A0V2G6X6J5,2112767,
21,직업계고등학교의 안전한 현장실습 확보와 정부(공공기관) 현장실습 활성화를 위한 국회 결의안(대안),PRC_B2Y2Z1P1K2I1K1D3S1X2S1Z0M7F7M6,2118345,
21,의사일정 변경동의의 건,PRC_H2K4V0R5I0R2O1O3I5H7Y2M7E1Z6H0,2126663,
21,의사일정 변경동의의 건,PRC_E2C2M0L5W2F0I1T8X0C6D0N7O1P0K5,2115681,
21,주타이베이 대한민국 대표부와 주한국 타이베이 대표부 간의 소득에 관한 조세의 이중과세 방지와 탈세 예방을 위한 약정의 이행에 관한 법률안,ARC_X2K3J0G7K2B6W1P8H0E1F0X0V2R5N2,2123469,
21,국회사무처행정심판위원회규칙 일부개정규칙안,PRC_R2T1D0E4E2Z7L0F9P2W5Z3E7G7M0Y6,2111118,
21,대한민국 정부와 캄보디아왕국 정부 간의 자유무역협정 비준동의안,PRC_J2N2E0R2M2Q3Y1M4M1U3T1S9K8J8G6,2114818,
21,의사일정 변경동의의 건,PRC_I2G3S1H1S0V9F1Q4S1K3W5D9Q1U9X9,2125314,
21,2024년도에 발행하는 공급망안정화기금채권에 대한 국가보증동의안,PRC_G2E4H0U1N2S9B1X7D4J1B0G3H9X3B7,2126423,
21,고용보험법 일부개정법률안(대안),PRC_R2W0P1E2A0Q7H2S1T0U5W0F4U3D6N0,2106280,
21,오존층 파괴물질에 관한 몬트리올 의정서 개정 비준동의안,PRC_Y2C2B0F5F0L4E1Y5A0V5O1F8J7D2O4,2115491,
21,유엔 강제실종보호협약 비준동의안 제출 촉구 결의안,PRC_J2V1C0H1E1T1T1A0J0O7H0N1D4V5R9,2107518,
21,4·16세월호참사 증거자료의 조작·편집 의혹 사건 진상규명을 위한 특별검사 임명 국회 의결 요청안,PRC_G2V0W0B9X2Z3W1C6J5O9H0N8Y3P7I5,2104150,
21,고위공직자범죄수사처장후보추천위원회의 운영 등에 관한 규칙안,PRC_A2D0Q0P6Z0D1G1U1P4G5G5Z7O1V1M9,2100016,
21,2021년도 임대형 민자사업(BTL) 한도액안,PRC_X2S0S0T9D0B3V0Y9W1Q8O1K3Q3A1E3,2103475,
21,일본 정부의 '군함도 등 일본 근대 산업시설 한국인 강제노역'에 대한 유네스코 세계유산위원회 권고이행 및 후속조치 재이행 촉구 결의안(대안),PRC_I2S1R0F9K1T0H1I8F0M6P2R1T7H3O8,2112511,
21,대한민국 정부와 인도네시아공화국 정부 간의 포괄적경제동반자협정 비준동의안,PRC_A2R1N0U4P2F8F1R0G1I6J0S8U6A6W4,2109766,
21,1994년 5월 20일 하노이에서 서명된 대한민국 정부와 베트남사회주의공화국 정부간의 소득에 대한 조세의 이중과세회피와 탈세방지를 위한 협정을 개정하는 제2의정서 비준동의안,PRC_G2R0N0Z7F0X3M1W0Q5U2S4G0S2Q7C3,2101375,
21,고등교육법 일부개정법률안(대안),PRC_X2O1L0R2G1F8K1K7D3C8H0O6H1A9W4,2108344,
21,2023년도에 발행하는 한국장학재단채권에 대한 국가보증동의안,PRC_Y2R2E0Y9C0O2E1Z4P4N6W1A8U1X7N4,2117216,
21,2021년도에 발행하는 위기극복과고용을위한기간산업안정기금채권에 대한 국가보증동의안,PRC_A2M0T0R9I0X3N1Z0W0T5D1U1W0B5O0,2103479,
21,윤리특별위원회 구성결의안,PRC_P2A2L1N1Y0T8K2Z1X2K1H4X3J6Z9N3,2118181,
21,한국ㆍ캐나다 수교 60주년 기념 양국 관계 지속발전을 위한 특별 결의안,PRC_H2P3O0O4N2L5T1S7T0S3Q5Z2X4Y8S3,2121884,
21,공직자윤리법의 시행에 관한 국회규칙 일부개정규칙안,PRC_J2S1D1N2H0O1R2K1A3Z4U4E5B7B5P5,2113794,
21,2024년도 무역보험계약 체결 한도에 대한 동의안,PRC_Q2X3M0D9M0O1W1X5I5K1E1I1N8M5M3,2124162,
21,국회상임위원회 위원 정수에 관한 규칙 일부개정규칙안,PRC_K2Q0L0N6P0J9A1M8O2D3J1I7W6R0H2,2100322,
21,국군부대의 소말리아 아덴만 해역 파견연장 동의안,PRC_J2F3P1L0I1Y8E0C9X4F1G1E4U6X5U0,2125122,
21,의사일정 변경동의의 건,PRC_S2B4F0A5U2N8Z1K7L4C9T1O6Z9A9K1,2126703,
21,인구위기 특별위원회 활동기간 연장의 건,PRC_W2R3V1N1D1Z6I1U8J2Q6N1X0W2C3A3,2125508,
21,국회 2030 부산세계박람회 유치지원 특별위원회 구성의 건,PRC_C2Q1H1U2H3N1V0X9V2P1V5J1B5V7X2,2114227,
21,국군부대의 아랍에미리트(UAE)군 교육훈련 지원 등에 관한 파견연장 동의안,PRC_Z2W2H0V9I2G9H1F8N2H1H3J7D3A1Y3,2117641,
21,국군부대의 아랍에미리트(UAE)군 교육훈련 지원 등에 관한 파견연장 동의안,PRC_J2V1U1N0M2U1K1Z4G2Z9D3K1G1B4K0,2112912,
21,주민조례발안에 관한 법률 일부개정법률안(대안),PRC_T2U3X0Q4P2G4L1K7P3H2F4A5F3W7Y4,2123477,
21,대한민국 정부와 우즈베키스탄공화국 정부 간의 투자의 상호 증진 및 보호에 관한 협정 비준동의안,PRC_D2C3F0L1O1U2T1V4Q5D5S0N1Y5E4S2,2119451,
21,윤리특별위원회 활동기간 연장의 건,PRC_X2H1L0L6O2I9D1C3R4B1L2Y0K3J5U4,2111183,
21,국회세종의사당의 설치 및 운영 등에 관한 규칙안,PRC_C2R3E0T8F2W9C0G9B3Q8F4H1H7J3E0,2124604,
21,공공외교법 일부개정법률안(대안),PRC_Z2J2G1I2G0Z5I0V9T5V1P3A1N2A4J2,2120062,
21,국회의원의 가상자산 자진신고 및 조사에 관한 결의안,PRC_C2M3I0Y5N1Y7A1K0U2L8M1B6J0Z4P2,2122083,
21,2022년도에 발행하는 위기극복과고용을위한기간산업안정기금채권에 대한 국가보증동의안,PRC_T2J1I0D9B0L3D1W1R0F2A2E3E4T1I9,2112423,
21,튀르키예ㆍ시리아 지진 피해 희생자 추모 및 복구 지원 촉구 결의안(대안),PRC_I2V3N0A2D1C3R1Y9H4H0F4O9J9S6Q8,2119997,
21,대한민국 정부와 캄보디아왕국 정부 간의 형사 사법공조 조약 비준동의안,PRC_S2M0U0Y7M0R3S1B0G5C4F2M7F3D7M8,2101376,
21,국군부대의 소말리아 아덴만 해역 파견연장 동의안,PRC_J2X1E1B0Y2F1E1V4K2X8F2E0K9V9E1,2112911,
21,인구위기 특별위원회 구성의 건,PRC_J2X2N1I2P0J8U1X2L4B0I0L4J0H8X1,2118807,
21,국회사무처행정심판위원회규칙 일부개정규칙안,PRC_N2M0K1K2E0Z4T1Y2Y0Z2Q2D9C9I9H8,2106291,
21,강제 또는 의무 노동에 관한 협약 비준동의안,PRC_N2F0J0A7L1L4W1E0P1E6A4X4P4T9E0,2101881,
21,장애인의 권리에 관한 협약 선택의정서 가입동의안,PRC_Z2V1T1U2K2U8M1L1M0Y7T0J7O9P1L5,2114119,
21,급경사지 재해예방에 관한 법률 일부개정법률안,PRC_T2R3R0Q8O1P8W1X7W5W3U3V5U3B7C9,2124010,
21,오대산사고본 조선왕조실록과 의궤 제자리 찾기를 위한 국립조선왕조실록전시관 설립 촉구 결의안(대안),PRC_D2K2A0N2J1W0N1P0B2R4C1P8I9R0D0,2114733,
21,예비군법 일부개정법률안(대안),PRC_Q2E2S1S1Y1S7Q1V6O5Z1R2I8C4K0Z8,2118430,
21,언론ㆍ미디어 제도개선 특별위원회 활동기간 연장의 건,PRC_V2T1X1S2K3W1Q0C9M2W1N1N9Z7Y0X2,2114226,
21,國會議員手當등에관한規則 전부개정규칙안,PRC_R2C3H0N4F0B6J1D6H5D0H4X3T9F6E7,2122782,
21,정치개혁 특별위원회 활동기간 연장의 건,PRC_S2O3Z1S0E3J1F0G9R2U6Y4Y3N8B5F1,2125217,
21,민생경제안정 특별위원회 구성의 건,PRC_A2H2A0J7T2U0C0J8Q4K0I5O7D3J7T6,2116534,
21,연금개혁 특별위원회 활동기간 연장의 건,PRC_B2O3L0Y4M2Z7O1W3Z1S2Q5O3P2D1H3,2121686,
21,인종차별과 혐오로 희생된 교민에 대한 추모와 아시아계에 대한 차별금지 촉구 결의안,PRC_H2I1C0U3H2Z2J1A8K1B2X4H0G1B9W8,2109132,
21,의사일정 변경동의의 건,PRC_D2P3R1W1N0J9T1A4P1I4G0L3L6N9K3,2125313,
21,2023년도에 발행하는 위기극복과고용을위한기간산업안정기금채권에 대한 국가보증동의안,PRC_V2L2Y0I9C0J2G1J4B4Y7W4V9W6F0Z8,2117217,
21,감염병의 예방 및 관리에 관한 법률 일부개정법률안(대안),PRC_I2A1R0Y2B1X9W1A5K4T1J4B3N4W5T7,2108397,
21,2023년도 무역보험계약 체결 한도에 대한 동의안,PRC_B2P2P0E9E0J8I1V5Z2H5U2X3D3H6L1,2117321,
21,국군부대의 「국제연합 남수단 임무단(UNMISS)」 파견연장 동의안,PRC_U2T2C0E9M2O9P1R8W1Q3D4D9H3S8U6,2117639,
21,대한민국 정부와 아시아산림협력기구 간의 본부협정 비준동의안,PRC_T2W1E0I4W2D8K1Y0P0O5I2G4R6G5B9,2109763,
21,국군부대의 소말리아 아덴만 해역 파견연장 동의안,PRC_A2B2M0A9A2K9T1S8D1R6V3G7Y5Z0I3,2117640,
21,윤리특별위원회 구성의 건,PRC_V2Z0H0D9H0E1G1K1U2W2G1B2S8E6I2,2103379,
21,연금개혁 특별위원회 활동기간 연장의 건,PRC_N2N3C1Y0C3X1Y0V9W2G7M3L5Y7M4Y5,2125218,
21,첨단전략산업 특별위원회 활동기간 연장의 건,PRC_W2T3V1U1P1G6B1W8U2D6S5L6Z6J4W6,2125510,
21,공공기관의 운영에 관한 법률 일부개정법률안(대안),PRC_L2E4N0E2V2X2R1D8R1T7Q5Q4S1W4Y3,2126577,
21,응급의료에 관한 법률 일부개정법률안(대안),PRC_R2K1P0Q2J1Q9L1I5Q4L5R5V1P3H8O0,2108393,
21,의사일정 변경동의의 건,PRC_U2P4U0T5I2C8Z1U3G5X2D1X7S5D1E4,2126694,
21,의사일정 변경동의의 건,PRC_I2G3N1G1O0Z9X1E4N1V5P1F3U1K2V1,2125315,
21,의사일정 변경동의의 건,PRC_U2K4F0P5T2I8D1B3S5Y0R0X9V1Z9I0,2126691,
21,국제철도여객운송협정 가입동의안,PRC_G2J3V0O9M1L4M1X3I3R2B1L1P7C2E2,2124454,
21,국회청원심사규칙 일부개정규칙안,PRC_W2U3Z0U4A0Q3Y1R8L3Y6T4Z0B8L7W5,2122783,
21,용산 이태원 참사 진상규명과 재발방지를 위한 국정조사 결과보고서 채택의 건,PRC_U2H3N0C1X1Y7P2G2I4H9T2G3X1M4K7,2119529,
21,2022년도 무역보험계약 체결 한도 조정에 대한 동의안,PRC_B2O2A0K9H0A8P1H5B2I4A3A6O6Y5P8,2117320,
21,공무원의 노동조합 설립 및 운영 등에 관한 법률 일부개정법률안(대안),PRC_L2U0Z1B2Z0L9C0J2K1G3S3H9N1D9J4,2106282,
21,의사일정 변경동의의 건,PRC_C2R3E0N5D3R0M1L4K0G5W2M2O2Y0C5,2122362,
21,국군부대의 아랍에미리트(UAE)군 교육훈련 지원 등에 관한 파견연장 동의안,PRC_J2A3X1W0H1M8R0R9X4X0D0Y4D9W9V8,2125121,
21,아프가니스탄 평화정착 및 인권 보호 촉구 결의안(대안),PRC_A2Y1L0V9Z1V0W1K1V0A0N1S0J3E2E0,2112509,
21,근로기준법 일부개정법률안(대안),PRC_V2K0A1O2Q0V8N2M3D0C3P4H4A9H4U0,2106284,
21,2022년도 무역보험계약 체결 한도에 대한 동의안,PRC_A2C1D0G9N0Q3S1Y1A0O3E3B4A9J8V0,2112424,
21,노동조합 및 노동관계조정법 일부개정법률안(대안),PRC_Z2G0G1Q2K0X9K0M0N4L9E3L9W8D0P0,2106288,
21,기초연구진흥 및 기술개발지원에 관한 법률 일부개정법률안,PRC_Q2A0W0H7N0P3A1R0B0Y8G5E4H1M1C3,2101367,
21,국군부대의 「국제연합 레바논 평화유지군(UNIFIL)」 파견연장 동의안,PRC_J2Z1M0L9Z2Q9S1O5V3Y2M2A7M3E0V2,2112736,
21,대한민국과 중화인민공화국 마카오특별행정구 간의 도망범죄인 인도 협정 비준동의안,PRC_K2W0P0V7Y0B3N1P0S5P7T1T3J7V6V9,2101380,
21,소득세법 일부개정법률안(대안),PRC_E2L0Z1Y2I0L1U0I0V0T1Z0X7V7X5J1,2105944,
21,대한민국 정부와 노르웨이왕국 정부 간의 사회보장에 관한 협정 비준동의안,PRC_R2E0O0B7K0L3X1H0F5B1X2K1N2A2V0,2101374,
21,의사일정 변경동의의 건,PRC_K2P4E0G5I2B8Z1Z3R5J0X5D5P0F8C2,2126692,
21,‘제천 스포츠센터 화재’ 피해자 보상을 위한 결의안,PRC_Y2W3W0V5V1U8U1C6A0B9A5A5Y7Z7V8,2122636,
21,2024년도 임대형 민자사업(BTL) 한도액안,PRC_K2E3C0B9A0W1I1P0A4U2O0P5D3P2L2,2124133,
21,고위공직자범죄수사처와 다른 형사사법기관들의 형사사법정보시스템 간 연계 추진실태에 대한 감사요구안,PRC_V2S2T0E8L2Y4R1N3I3A9T4Y6L2R7R8,2117053,
21,언론·미디어 제도개선 특별위원회 구성의 건,PRC_C2P1D0N9H2W9D2H0H1J0W1M7H5K1X0,2112744,
21,의사일정 변경동의의 건,PRC_U2Y4W0M5M2E8I1X3D4H7C1K8W1V8I1,2126689,
21,의사일정 변경동의의 건,PRC_D2W4M0Y5X2S8S1O7X4L7I3M8B3M1R0,2126701,
21,아일랜드산 쇠고기 수입위생조건안 심의결과보고서 채택의 건,PRC_R2P3T1S2B2F0M1E3S0S3Z4X9P2J8I5,2126018,
21,2021년도에 발행하는 예금보험기금채권상환기금채권에 대한 국가보증동의안,PRC_W2R0Z0N9P0J3F1P0G0H4M1Q0R3O6W7,2103477,
21,2030 세계박람회 부산 유치지원 촉구 결의안(대안),PRC_K2K1L1C1Y2N4A1B6R5J7L2U7B9N7B2,2113548,
21,의사일정 변경동의의 건,PRC_K2A4M0S5C2L8V1E3V4Q6P1U7N1Z5U6,2126688,
21,일본 정부의 사도 광산 세계유산 등재 재신청 철회 및 일본 근대산업시설 유네스코 권고 이행 촉구 결의안,PRC_S2Y3X0W1T2B7I1G3F3O6L5J2G4F2E8,2119672,
21,2022년도에 발행하는 한국장학재단채권에 대한 국가보증동의안,PRC_S2Y1Q0N9V0Q3A1J1N0O1G0H1S3B3K3,2112422,
21,러시아 연방공화국과 북한 간의 무기 거래 및 유엔 안보리 결의에 위반하는 무기 기술협력 중단 촉구 결의안,PRC_C2B3C1A0A1Z0Z1H0I2G5F2F2D0E8A9,2125113,
21,중국의 북한이탈주민 강제북송 중단 촉구 결의안(대안),PRC_Y2J3G1K1O3K0F0C9N3J8A2U4R1L8T6,2125661,
21,일본 정부의 한일대륙붕공동개발협정의 조속한 이행 및 실질적인 이행 방안 마련 촉구 결의안,PRC_M2K3S0R3S0Q9P1X6Y2X9Y3W1F8D7C3,2120611,
